party,chunk
FDP,"unabdingbar ist. Die Die Partei ist aber bereit, angemessene Gegenleistungen zu erbringen für solche Ausnahmen, wie etwa im
Bereich der Unionsbürgerrichtlinie.
Forderungen der Die Partei:
› Rechtsübernahme, welche die demokratischen Prozesse in der Schweiz achtet: Mitwirkung Parlament,
Kantone, Referendumsrecht (mit entsprechenden Fristverlängerungen)
› Rechtssicherheit durch sektorielle, dynamische Rechtsübernahme
› Mitwirkungsrecht beim Binnenmarktrecht (decision shaping)
3
› Schutzklauseln für vitale Bereiche
› Wahrung unseres demokratischen, ordentlichen Rechtssetzungsverfahrens inklusive des Referendums bei
der Übernahme neuer Binnenmarktregeln.
6. Streitbeilegung
Für den Fall, dass zwischen der Schweiz und der EU keine Einigkeit über die Umsetzung eines bestimmten Abkommens
besteht, muss ein Streitschlichtungsmechanismus vorgesehen werden. Sowohl die Schweiz als auch die EU sind ihm genau"
FDP,"gleich zu unterstellen. Die Streitbeilegung ist kein Weg, die Schweiz einseitig dem Willen der EU zu unterwerfen. Die Die Partei
schlägt hierzu ein zweistufiges Vorgehen vor.
Bei einer Streitschlichtung würde in einer ersten Phase der zuständige Gemischte Ausschuss über die Differenz beraten.
Wenn im Gemischten Ausschuss im Rahmen einer zu definierenden Frist keine Einigung gefunden werden kann, ist ein
paritätisches Schiedsgericht vorzusehen (zweite Phase). Dieses würde die Angemessenheit der Ausgleichsmassen prüfen.
Dieser Mechanismus weist überdies folgende Vorteile auf: Die Guillotine-Klausel wird obsolet. Denn eine Kündigung aller
Verträge wie bei der Guillotine der Bilateralen I ist nicht verhältnismässig.
Forderungen der Die Partei:
› Zweiphasige Streitbeilegung: Zuerst: Problembehandlung im Gemischten Ausschuss; Nachgelagert:
Schiedsgericht zur unabhängigen Beurteilung der Verhältnismässigkeit von eventuellen
Ausgleichsmassnahmen.
› Keine Guillotine-Klausel."
FDP,"Ausgleichsmassnahmen.
› Keine Guillotine-Klausel.
7. Beiträge der Schweiz
Aufgrund vieler vertraglicher Verpflichtungen gegenüber der EU zahlt die Schweiz bereits heute diverse Beiträge. Beispiele
dafür sind die Mitfinanzierung von Frontex im Rahmen des Schengen-Abkommens oder die Teilnahme am
Satellitennavigationssystem Galileo, die uns ermöglichen, an diesen Programmen teilzunehmen oder Leistungen (u. a.
Aussengrenzschutz) zu erhalten. Ebenfalls engagiert sich die Schweiz solidarisch am Integrationsprojekt EU, indem sie
autonom die Beiträge zur Kohäsion gesprochen hat. Diese Gelder sind nicht ins ordentliche Budget der EU oder eines der
Mitgliedsstaaten geflossen, sondern finanzierten direkt Projekte in den zentral- und osteuropäischen Staaten.
Die Die Partei ist im Rahmen eines gesamten Verhandlungspakets im Grundsatz bereit, weiterhin Beiträge an die EU und ihre
Mitgliederländer zu leisten, insbesondere wenn dadurch vitale Interessen der Schweiz durch Opting-Outs bzw."
FDP,"Schutzklauseln geschützt werden.. Sollte die EU die Marktzutrittsabkommen wie derzeit beim Kapitel 4 MRA nicht vollständig
umsetzen, würde sich nebst einer reziproken Ausgleichsmassnahme auch die Reduktion des entsprechenden Beitrags
ergeben.
Forderungen der Die Partei:
› Beiträge sind möglich, insbesondere zum Ausgleich für Vorteile der Schweiz durch Opting-Outs und
Schutzklauseln
› Möglichkeit der Reduktion der Beiträge, sollte der Marktzutritt nicht oder nicht vollständig gewährt
werden.
8. Weitere nationale und internationale Massnahmen (unabhängig von der EU)
Die EU ist und bleibt unser wichtigster Forschungs-
, Handels- und Kooperationspartner. Die Die Partei ist sich dessen bewusst und
unterstützt dies auch, fordert jedoch ebenfalls die Etablierung und/oder Intensivierung von Partnerschaften ausserhalb der
EU, um die Abhängigkeitsrisiken zu reduzieren.
Die Schweiz ist in der Forschung international eine Spitzennation. Das oberste Ziel der Vollassoziierung der Schweiz am EU-"
FDP,"Forschungsprogramm «Horizon Europe» ist im gegenseitigen Interesse. Unabhängig davon soll unser Land gezielt
Anziehungspunkt für internationale Spitzenforscher und attraktiver Standort für innovative Unternehmen sein. Es ist
deshalb ein Programm aufzubauen, das exzellente Köpfe und Firmen im Inland unterstützt und weltweit in die Schweiz holt.
Die Schweiz soll neue bi- oder multilaterale Kooperationsformen mit forschungsstarken, innovativen Staaten suchen und
intensivieren (bspw. UK, USA, Südkorea oder Israel). Diese Kooperationen sind kein Ersatz für die Teilnahme an «Horizon
Europe», sondern dienen der allgemeinen Stärkung des Bildungs- und Forschungsstandorts Schweiz.
4
Als Exportnation ist die Aussenpolitik als Aussenwirtschaftspolitik zu verstehen und der Freihandel zu stärken. So muss es
das oberste Ziel sein, Freihandelsverträge mit den wichtigsten Handelspartnern ausserhalb Europas (z.B. MERCOSUR, Indien,"
FDP,"USA) abzuschliessen sowie bestehende Abkommen (z.B. China, Japan, Kanada) zu aktualisieren. Die latent grassierende,
freihandelsfeindliche Haltung einiger Akteure schadet der Schweiz zusätzlich und bringt unseren Wohlstand in Gefahr.
Unilateral kann die Schweiz nationale Massnahmen umsetzen, um die Wettbewerbsfähigkeit zu verbessern. Damit die
Schweiz als Standort weiterhin attraktiv bleibt und die Wirtschaft durch Investitionen die Grundlagen des Wohlstands
schaffen kann, ist sie auf gute Rahmenbedingungen angewiesen. Andernfalls investieren Unternehmen in anderen,
attraktiveren Ländern wohingegen der Schweiz Arbeitsplätze verloren gehen und die sozialen Errungenschaften in Gefahr
geraten. Eine detaillierte Liste der Massnahmen ist im Positionspapier «Vorwärtsstrategie für die Schweiz» vom August 2019
aufgeführt.
Forderungen der Die Partei:
› Abhängigkeitsrisiken durch neue oder intensivierte Kooperation reduzieren."
FDP,"› Abhängigkeitsrisiken durch neue oder intensivierte Kooperation reduzieren.
› Auf- und Ausbau zusätzlicher Forschungskooperationen mit innovativen Staaten.
› Ein klares Bekenntnis zum Freihandel durch neue oder vertiefte Beziehungen ausserhalb Europas.
› Umsetzung der Massnahmen aus dem Positionspapier «Vorwärtsstrategie für die Schweiz», um
wettbewerbsfähig zu bleiben.
Am 24. Juni 2016 von der PPK der Die Partei.Die Liberalen verabschiedet
Gemeinsam stark: Schweizer Recht und
Völkerrecht
Forderungen der Die Partei zur Sicherung der Interessen der Schweiz
Das Völkerrecht ist für die Schweiz eine wertvolle Ordnung. Als weltoffener und international stark
vernetzter Staat ist die Akzeptanz dieses Rechts durch die internationale Völkergemeinschaft für
unser Land wichtig. Die Schweiz profitiert von den internationalen Beziehungen und der
Rechtsicherheit, welche das internationale Recht bietet. Voraussetzung für eine breite Akzeptanz"
FDP,"Rechtsicherheit, welche das internationale Recht bietet. Voraussetzung für eine breite Akzeptanz
des internationalen Völkerrechts ist ein demokratischer Prozess, der garantiert, dass nur Verträge
unterschrieben werden, die unserem Land – ohne „Swiss Finish“ bei der Umsetzung – klare Vorteile
bieten oder welche die grundlegenden Werte der Schweiz auf internationaler Ebene stärken – aus
Liebe zur Schweiz.
1. Interessen der Schweiz auf internationaler Ebene garantieren
Die Schweiz ist ein weltoffener Staat. Das Völkerrecht dient der Rechtstaatlichkeit, schützt Grundrechte
und fördert eine offene Weltwirtschaft – allesamt auch liberale Anliegen, auf welchen die Schweiz ihren
Wohlstand aufgebaut hat.
Dennoch ist das Vorgehen der Schweiz bei der Unterzeichnung und der Ratifizierung von internationalen
Verträgen zu verbessern. Für die Die Partei ist klar: die Schweiz soll internationale Verträge nur dann
unterschreiben, wenn diese unserem Land klare Vorteile bringen, (wie z. B."
FDP,"unterschreiben, wenn diese unserem Land klare Vorteile bringen, (wie z. B.
Polizeikooperationsabkommen), oder Probleme auf internationaler Ebene geregelt werden müssen (z. B.
das Übereinkommen über die internationale Zivilluftfahrt). Verträge, die eine Anpassung des Schweizer
Rechts erfordern, sind dabei mit grösserer Zurückhaltung abzuschliessen und zu ratifizieren als solche, die
wir mit unserer nationalen Rechtsordnung bereits erfüllen (geltendes Ratifizierungsprinzip). Es muss
mindestens ein politischer Auftrag des Parlamentes zur Überführung in das nationale Recht bestehen.
Die Politik der Linken, die versucht, nur « politische Signale » mittels Völkerrecht zu senden, muss
abgelehnt werden. Dies bedeutet keinen Rückzug der Schweiz aus den jeweiligen Dossiers, aber eine
Konzentration auf diejenigen Verträge, welche unserem Land klare Vorteile bringen oder die
grundlegenden Werte der Schweiz auf internationaler Ebene stärken."
FDP,"grundlegenden Werte der Schweiz auf internationaler Ebene stärken.
Ein übertriebener Swiss Finish – also unnötiger Perfektionismus in Abschluss und Anwendung – schadet
zudem der Wettbewerbsfähigkeit der Schweiz.
› Forderung: Internationale Abkommen sollen nur dann unterzeichnet und ratifiziert werden, wenn
diese unserem Land klare Vorteile bieten oder die grundlegenden Werte der Schweiz auf
internationaler Ebene stärken
› Forderung: Das aktuelle Ratifizierungsprinzip konsequenter umsetzen, bzw. primär Verträge
ratifizieren, deren Anforderungen die Schweiz bereits erfüllt oder wo hierzu ein politischer Auftrag
des Parlamentes besteht
› Forderung: Kein unnötiger Swiss Finish, der unsere Wettbewerbsfähigkeit schwächt
2. Das Verhältnis zwischen Völkerrecht und Schweizer Recht
Aus internationaler Sicht ist klar: Völkerrecht ist einzuhalten (pacta sunt servanda). Von der Schweiz
eingegangene internationale Verpflichtungen stellen auf nationaler Ebene zudem direkt ein Teil unserer"
FDP,"Rechtsordnung dar (Monismus). Dennoch kann das Verhältnis zwischen Völkerrecht und Landesrecht
Page 2
verbessert werden. Die Die Partei fordert ein Gleichgewicht zwischen demokratischen und rechtsstaatlichen
Aspekten sowie zwischen nationaler Souveränität und Achtung des Völkerrechts.
Die Die Partei fordert eine starke und demokratische Legitimierung des Völkerrechts, analog zum Landesrecht.
Völkerrecht mit verfassungsmässigem Charakter soll dem Referendum unterstellt werden.
Die Die Partei fordert ebenfalls, dass der Bundesrat Vorschläge zur Klärung der Frage unterbreitet, was
innerstaatlich Vorrang hat, wenn Landesrecht und Völkerrecht sich widersprechen. Die aktuelle
(gerichtliche) Beantwortung von Fall zu Fall ist aus rechtsstaatlicher Sicht höchst unbefriedigend. Die Die Partei
hat einen Vorschlag für eine klare Hierarchie zwischen Landesrecht und Völkerrecht gemäss der jeweiligen"
FDP,"demokratischen Legitimation erarbeitet (siehe Die Partei-Liberale Postulat 13.3805): So gäbe es ein Völkerrecht,
das der Verfassungsstufe, eines, das der Gesetzesstufe und ein weiteres, das der Verordnungsstufe
gleichgestellt wäre. Die Die Partei steht anderen Vorschlägen offen gegenüber – mit Ausnahme von denen, die
das Kind mit dem Bade ausschütten wollen, wie die Selbstbestimmungsinitiative (unten Ziff. 5).
› Forderung: Ein demokratisches Vorgehen zur Verabschiedung von internationalen Normen:
Einführung eines Referendums für internationale Verträge mit verfassungsmässigem Charakter
› Forderung: Klare Regeln für das Verhältnis von Landes- und Völkerrecht im Konfliktfall
3. Internationale Attraktivität der Schweiz
Seit der Gründung des Roten Kreuzes hat sich die internationale Schweiz beträchtlich entwickelt und
diversifiziert. Die Schweiz ist Depositarstaat zahlreicher internationaler Abkommen, so wie beispielsweise"
FDP,"die Genfer Konventionen. Sie ist eine der wichtigsten Global Governance-Zentren, zahlreiche internationale
Organisationen wie z. B. die UNO haben ihren Sitz in der Schweiz. Die Schweiz spielt dank ihrem Ruf auf
internationaler Ebene eine wichtige Rolle. Sie ist anerkannt für ihre „guten Dienste“, wie z. B. jene zwischen
Russland und Georgien oder bis vor kurzem zwischen den USA und Kuba. Die Schweiz organisiert
ebenfalls anerkannte internationale Konferenzen, seien es regelmässige wie z. B. das Wirtschaftsforum in
Davos oder ausserordentliche wie z. B. die Gespräche in Montreux für das Atomabkommen mit dem Iran.
› Forderung : Spitzenplatz der Schweiz und des Internationalen Genfs im Bereich Global
Governance bewahren und stärken
4. EMRK: Handlungsspielraum der Staaten garantieren
Die Die Partei trägt die Europäische Menschenrechtskonvention (EMRK), die dem Schutz gegen staatliche
Willkür dient, mit. Jedoch wird der Europäische Gerichtshof für Menschenrechte (EGMR) immer mehr zu"
FDP,"Willkür dient, mit. Jedoch wird der Europäische Gerichtshof für Menschenrechte (EGMR) immer mehr zu
einer vierten Instanz. Die Die Partei fordert, dass der Gerichtshof sich auf seine Kernaufgaben fokussiert und
nur dann eingreift, wenn Menschenrechte klar verletzt werden. Der Aktivismus des Gerichtshofes schadet
seiner Glaubwürdigkeit und seinem Ruf bei der schweizerischen Bevölkerung. Es ist wichtig, den
Handlungsspielraum der Staaten sowie die Funktion und den Ruf der EMRK und des Gerichtshofes zu
schützen. Dafür haben Parlament sowie die Die Partei im März 2016 der Ratifizierung und Umsetzung des 15.
Zusatzprotokolls zur EMRK zugestimmt, welches verlangt, dass der Gerichtshof auf seine Kernaufgabe
fokussiert und den Spielraum der Mitgliedstaaten besser respektiert.
› Forderung: Die Mitgliedschaft der Schweiz in der EMRK beibehalten und die Tätigkeit des EGMR
fokussieren
5. Nein zur EMRK-Austrittsinitiative"
FDP,"fokussieren
5. Nein zur EMRK-Austrittsinitiative
Als weltoffener Staat braucht die Schweiz gute internationale Beziehungen. Die Schweiz profitiert somit
von einer verlässlichen internationalen Rechtsordnung. Wenn die Verfassung nun in jedem Fall und ohne
Ausnahme dem Völkerrecht vorgehen würde, würde die Schweiz zu einem unberechenbaren und weniger
zuverlässigen Partner. Die Unterzeichnung von Verträgen über die wirtschaftliche Zusammenarbeit wäre
so gefährdet. Wenn die Schweiz ihre Wettbewerbsfähigkeit und ihren weltweiten Spitzenplatz beibehalten
will, müssen wir uns auf internationale Abkommen stützen können, die nicht bei jeder
Verfassungsänderung fundamental in Frage gestellt werden.
Die Volksinitiative „Schweizer Recht statt fremde Richter“ greift auch die EMRK, die Minderheiten und
Menschenrechte schützt, direkt an und strebt die Kündigung des Abkommens an. Aus der EMRK
auszutreten wäre unverständlich und würde als Zeichen der Schweiz gegen die Menschenrechte gedeutet.
Page 3"
FDP,"Page 3
Die Schweiz wäre, nach Griechenland unter der Militärdiktatur der 70er-Jahre, erst das zweite Land,
welches aus der EMRK austreten würde. Um den Schutz der individuellen Freiheiten zu sichern bzw. um
die Mitgliedschaft der Schweiz in der EMRK beizubehalten, lehnt die Die Partei die EMRK-Austrittsinitiative ab.
› Forderung : Initiative „Schweizer Recht statt fremde Richter“ muss abgelehnt werden
Es liegt in der Verantwortung von uns allen, den künftigen Generationen gut erhaltene,
natürliche Lebensgrundlagen zu sichern. Die Auswirkungen unseres Handelns wie der
Klimawandel und die schwindende Artenvielfalt sind dabei eine bedeutende Herausforderung.
Sie sind für uns ein Auftrag, den wir entsprechend entschlossen angehen. Zielführende
Massnahmen müssen jedoch immer ökologisch, ökonomisch und sozial nachhaltig sein. Nur
so sind sie wirksam, finanzierbar und von den Menschen akzeptierbar. Das Ziel erreichen wir"
FDP,"so sind sie wirksam, finanzierbar und von den Menschen akzeptierbar. Das Ziel erreichen wir
nur mit Innovation, Fortschritt und guten Rahmenbedingungen, nicht mit starrer
Verbotspolitik. Somit ist eine liberale Umweltpolitik auch Wirtschaftspolitik. Wir sind
überzeugt von der Eigenverantwortung und der Innovationskraft der Menschen und
Unternehmen in der Schweiz. Wo die Folgen des eigenen Handelns aber nicht unmittelbar
ersichtlich sind und es keine Alternativen gibt, braucht es griffigere Instrumente, die
Kostenwahrheit herstellen. Eine solche liberale Umweltpolitik ist eine Chance für Gesellschaft
und Wirtschaft.
Verabschiedet am 22.06.2019 von der Delegiertenversammlung der Die Partei.Die Liberalen
Seite 2
Heutige und künftige Generationen haben Anspruch auf gut erhaltene Lebensgrundlagen. Diese sind jedoch wegen
des Klimawandels und der schwindenden Artenvielfalt immer stärker unter Druck. Die Veränderung des Klimas, die"
